,LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP,REFPOINT
8452,-7634.5003999993205,4864984.319200002,0,0,123,2,11,13,1369909858,16
8453,-7615.52769999951,4864982.2821,0,0,121,2,11,13,1369909614,14
8454,-7639.417199999094,4865001.277099997,0,0,128,2,11,13,1369910007,20
8455,-7638.843199998141,4864999.3684,0,0,127,2,11,13,1369909963,19
8456,-7637.225699998437,4864993.806299998,0,0,126,2,11,13,1369909929,18
8457,-7641.030099999159,4865006.826700002,0,0,129,2,11,13,1369910047,21
8458,-7641.624600000678,4865008.901500002,0,0,130,2,11,13,1369910087,22
8459,-7640.976199999452,4865010.659500003,0,0,132,2,11,13,1369910405,24
8460,-7638.067699998617,4865000.620200002,0,0,133,2,11,13,1369910442,25
8461,-7639.077799998224,4865011.763999999,0,0,131,2,11,13,1369910135,23
8462,-7632.238800000399,4864988.249200001,0,0,134,2,11,13,1369910492,26
8463,-7643.20149999857,4864947.990599996,0,0,202,2,11,13,1369910659,28
8464,-7656.6356999985865,4864938.0260000015,0,0,208,2,11,13,1369910824,29
8465,-7645.088700000197,4864948.9595,0,0,201,2,11,13,1369910573,27
8466,-7650.165600001811,4864937.056900002,0,0,236,2,11,13,1369910771,52
8467,-7661.735899999738,4864938.303900003,0,0,209,2,11,13,1369910861,30
8468,-7676.627099998294,4864934.035599999,0,0,214,2,11,13,1369911004,34
8469,-7674.955899998547,4864934.514399998,0,0,213,2,11,13,1369910971,33
8470,-7667.339800000191,4864936.697800003,0,0,211,2,11,13,1369910899,31
8471,-7669.233500000089,4864936.154799998,0,0,212,2,11,13,1369910932,32
8472,-7675.352499999107,4864932.862899996,0,0,219,2,11,13,1369911248,38
8473,-7682.543800000101,4864932.3395000035,0,0,215,2,11,13,1369911049,35
8474,-7685.723499998449,4864929.890299998,0,0,218,2,11,13,1369911151,37
8475,-7680.134599998592,4864931.4921,0,0,237,2,11,13,1369911194,53
8476,-7684.282400000841,4864931.8413999975,0,0,216,2,11,13,1369911083,36
8477,-7646.339299999178,4864932.2717999965,0,0,235,2,11,13,1369911350,51
8478,-7661.896899998189,4864934.618799998,0,0,220,2,11,13,1369911295,39
8479,-7643.993799999355,4864930.197999999,0,0,234,2,11,13,1369911389,50
8480,-7646.339299999178,4864932.2717999965,0,0,235,2,11,13,1369911426,51
8481,-7641.28579999879,4864920.750600003,0,0,231,2,11,13,1369911604,47
8482,-7639.649500001222,4864915.041199997,0,0,230,2,11,13,1369911646,46
8483,-7643.385099999607,4864928.0748,0,0,233,2,11,13,1369911478,49
8484,-7641.771899998189,4864922.445900002,0,0,232,2,11,13,1369911568,48
8485,-7646.244600001723,4864925.928999998,0,0,222,2,11,13,1369911514,40
8486,-7640.703999999911,4864913.5625,0,0,224,2,11,13,1369911676,41
8487,-7639.136199999601,4864913.2513,0,0,229,2,11,13,1369911713,45
8488,-7637.728900000453,4864903.183399999,0,0,225,2,11,13,1369911792,42
8489,-7636.960200000554,4864905.659699999,0,0,227,2,11,13,1369911749,44
8490,-7638.2760000005355,4864905.187200001,1,0,210,2,11,13,1369927639,43
8491,-7638.807999998331,4864907.044100001,1,0,211,2,11,13,1369927672,44
8492,-7637.002399999648,4864905.532300003,1,0,208,2,11,13,1369927702,41
8493,-7636.297600001098,4864898.285099998,1,0,209,2,11,13,1369927604,42
8494,-7653.343301445247,4864920.963251494,2,0,214,1,11,13,1369926990,49
8495,-7637.5564999990165,4864907.466200002,1,0,207,2,11,13,1369927731,40
8496,-7641.3297999985525,4864920.629500002,1,0,204,2,11,13,1369927921,36
8497,-7639.690999999642,4864914.912799999,1,0,205,2,11,13,1369927799,38
8498,-7639.180100001396,4864913.130099997,1,0,206,2,11,13,1369927766,39
8499,-7636.342433217913,4864916.8216095185,1,0,205,1,11,13,1369927845,37
8500,-7641.812300000341,4864922.313900001,1,0,203,2,11,13,1369927956,35
8501,-7643.428199999034,4864927.950800002,1,0,202,2,11,13,1369928014,34
8502,-7644.034899998456,4864930.066799998,1,0,201,2,11,13,1369928044,33
8503,-7646.423599999398,4864925.757100001,1,0,213,2,11,13,1369928083,46
8504,-7661.753100000322,4864938.275399998,1,0,215,2,11,13,1369928246,48
8505,-7646.206399999559,4864932.4318,1,0,234,2,11,13,1369928126,65
8506,-7659.935300000012,4864938.7962,1,0,214,2,11,13,1369928205,47
8507,-7667.3517999984315,4864936.670500003,1,0,216,2,11,13,1369928273,49
8508,-7656.559099998325,4864938.028999999,1,0,235,2,11,13,1369928175,66
8509,-7669.247800000012,4864936.126800002,1,0,217,2,11,13,1369928301,50
8510,-7676.643599998206,4864934.006999998,1,0,219,2,11,13,1369928361,52
8511,-7674.97230000049,4864934.486199996,1,0,218,2,11,13,1369928332,51
8512,-7675.406700000167,4864932.779600002,1,0,226,2,11,13,1369928401,59
8513,-7684.298099998385,4864931.813000001,1,0,221,2,11,13,1369928507,54
8514,-7683.855900000781,4864930.357900001,1,0,224,2,11,13,1369928540,57
8515,-7682.559099998325,4864932.3116,1,0,220,2,11,13,1369928479,53
8516,-7682.084399998189,4864930.865400001,1,0,225,2,11,13,1369928446,58
8517,-7650.165600001811,4864937.056900002,1,0,233,2,11,13,1369928656,64
8518,-7645.041900001466,4864948.917999998,1,0,229,2,11,13,1369928719,62
8519,-7689.513399999589,4864928.736100003,1,0,223,2,11,13,1369928606,56
8520,-7647.626299999654,4864944.457699999,1,0,230,2,11,13,1369928686,63
8521,-7691.338399998844,4864928.212899998,1,0,222,2,11,13,1369928573,55
8522,-7633.04149999842,4864971.012100004,1,0,130,2,11,13,1369928852,29
8523,-7643.092399999499,4864947.8138,1,0,228,2,11,13,1369928763,61
8524,-7634.477000001818,4864984.097499996,1,0,115,2,11,13,1369928944,14
8525,-7633.205600000918,4864965.108800001,1,0,128,2,11,13,1369928822,27
8526,-7632.2586999982595,4864982.0603,1,0,138,2,11,13,1369928903,32
8527,-7635.040800001472,4864986.063900001,1,0,116,2,11,13,1369928985,15
8528,-7638.854200001805,4864999.367600001,1,0,119,2,11,13,1369929106,18
8529,-7637.177999999374,4864993.520599999,1,0,118,2,11,13,1369929061,17
8530,-7636.679000001402,4864991.778700002,1,0,117,2,11,13,1369929027,16
8531,-7639.35000000149,4865001.098099999,1,0,120,2,11,13,1369929139,19
8532,-7641.5731999985865,4865008.853,1,0,122,2,11,13,1369929263,21
8533,-7640.98050000146,4865006.785599999,1,0,121,2,11,13,1369929169,20
8534,-7639.7153999991715,4865007.160400003,1,0,126,2,11,13,1369929199,25
8535,-7640.289599999785,4865009.164800003,1,0,125,2,11,13,1369929233,24
8536,-7641.899399999529,4865014.780100003,1,0,124,2,11,13,1369929303,23
8537,-7642.445999998598,4865016.687799999,1,0,123,2,11,13,1369929346,22
8538,-7618.763300001621,4864975.433799997,1,0,101,2,11,13,1369929435,0
8539,-7616.688900001346,4864976.028099999,1,0,102,2,11,13,1369929476,1
8540,-7616.670099999756,4864979.499200001,1,0,114,2,11,13,1369929545,13
8541,-7609.2503999993205,4864978.160700001,1,0,104,2,11,13,1369929640,3
8542,-7603.1924000009885,4864981.479000002,1,0,113,2,11,13,1369929722,12
8543,-7611.129000000656,4864977.622000001,1,0,103,2,11,13,1369929593,2
8544,-7603.5650999993095,4864979.790100001,1,0,105,2,11,13,1369929686,4
8545,-7596.6486999988565,4864983.354699999,1,0,112,2,11,13,1369930238,11
8546,-7594.736999999732,4864983.902400002,1,0,111,2,11,13,1369930263,10
8547,-7596.2032000012705,4864981.900200002,1,0,107,2,11,13,1369929799,6
8548,-7601.616200000048,4864980.348899998,1,0,106,2,11,13,1369929759,5
8549,-7594.264100000262,4864982.456100002,1,0,108,2,11,13,1369930296,7
8550,-7589.062399998307,4864985.529100001,1,0,110,2,11,13,1369930327,9
8551,-7633.292500000447,4864970.058799997,2,0,134,2,11,13,1370012808,32
8552,-7587.102299999446,4864986.090999998,1,0,109,2,11,13,1369930363,8
8553,-7633.236699998379,4864965.063299999,2,0,132,2,11,13,1370012713,30
8554,-7634.477000001818,4864984.097499996,2,0,117,2,11,13,1370012970,15
8555,-7632.1528999991715,4864981.863899998,2,0,140,2,11,13,1370012934,35
8556,-7628.134500000626,4864977.021200001,2,0,138,2,11,13,1370012891,33
8557,-7636.667899999766,4864991.739799999,2,0,119,2,11,13,1370013043,17
8558,-7635.040800001472,4864986.063900001,2,0,118,2,11,13,1370013006,16
8559,-7639.35000000149,4865001.098099999,2,0,122,2,11,13,1370013142,20
8560,-7637.177999999374,4864993.520599999,2,0,120,2,11,13,1370013073,18
8561,-7638.814300000668,4864999.2282000035,2,0,121,2,11,13,1370013110,19
8562,-7640.98050000146,4865006.785599999,2,0,123,2,11,13,1370013169,21
8563,-7641.899399999529,4865014.780100003,2,0,126,2,11,13,1370013332,24
8564,-7640.289599999785,4865009.164800003,2,0,127,2,11,13,1370013365,25
8565,-7642.445999998598,4865016.687799999,2,0,125,2,11,13,1370013290,23
8566,-7641.5731999985865,4865008.853,2,0,124,2,11,13,1370013260,22
8567,-7639.7153999991715,4865007.160400003,2,0,128,2,11,13,1370013402,27
8568,-7622.054600000381,4864976.294200003,2,0,139,2,11,13,1370013625,34
8569,-7637.842599999159,4865000.627700001,2,0,129,2,11,13,1370013518,28
8570,-7631.815499998629,4864988.132799998,2,0,130,2,11,13,1370013557,29
8571,-7634.934135507791,4865007.513685353,2,0,128,1,11,13,1370013438,26
8572,-7616.688900001346,4864976.028099999,2,0,102,2,11,13,1370013688,1
8573,-7611.129000000656,4864977.622000001,2,0,103,2,11,13,1370013722,2
8574,-7609.2503999993205,4864978.160700001,2,0,104,2,11,13,1370013753,3
8575,-7603.5650999993095,4864979.790100001,2,0,105,2,11,13,1370013786,4
8576,-7618.763300001621,4864975.433799997,2,0,101,2,11,13,1370013659,0
8577,-7601.616200000048,4864980.348899998,2,0,106,2,11,13,1370013820,5
8578,-7596.2032000012705,4864981.900200002,2,0,107,2,11,13,1370013849,6
8579,-7587.102299999446,4864986.090999998,2,0,109,2,11,13,1370013913,8
8580,-7594.264100000262,4864982.456100002,2,0,108,2,11,13,1370013875,7
8581,-7604.017799999566,4864981.242399998,2,0,114,2,11,13,1370014064,13
8582,-7602.096400000155,4864981.792999998,2,0,113,2,11,13,1370014037,12
8583,-7596.6486999988565,4864983.354699999,2,0,112,2,11,13,1370014006,11
8584,-7589.062399998307,4864985.529100001,2,0,110,2,11,13,1370013937,9
8585,-7594.736999999732,4864983.902400002,2,0,111,2,11,13,1370013969,10
8586,-7643.117800001055,4864947.830799997,2,0,230,2,11,13,1370335973,65
8587,-7648.530400000513,4864942.806100003,2,0,231,2,11,13,1370335936,66
8588,-7648.530400000513,4864942.806100003,2,0,231,2,11,13,1370336003,66
8589,-7616.9461999982595,4864980.0132,2,0,115,2,11,13,1370014098,14
8590,-7650.165600001811,4864937.056900002,2,0,241,2,11,13,1370336083,69
8591,-7646.286299999803,4864932.3486,2,0,234,2,11,13,1370336119,67
8592,-7643.428199999034,4864927.950800002,2,0,202,2,11,13,1370336184,37
8593,-7644.034899998456,4864930.066799998,2,0,201,2,11,13,1370336156,36
8594,-7650.165600001811,4864937.056900002,2,0,241,2,11,13,1370336038,69
8595,-7641.812399998307,4864922.313900001,2,0,203,2,11,13,1370336218,38
8596,-7641.3297999985525,4864920.629500002,2,0,204,2,11,13,1370336255,39
8597,-7639.690999999642,4864914.912799999,2,0,205,2,11,13,1370336280,40
8598,-7639.180100001396,4864913.130099997,2,0,206,2,11,13,1370336309,41
8599,-7637.5564999990165,4864907.466200002,2,0,207,2,11,13,1370336339,42
8600,-7638.2760000005355,4864905.187200001,2,0,211,2,11,13,1370336460,46
8601,-7637.002300001681,4864905.532300003,2,0,208,2,11,13,1370336368,43
8602,-7636.083599999547,4864897.538199998,2,0,209,2,11,13,1370336402,44
8603,-7636.622600000352,4864899.4196000025,2,0,210,2,11,13,1370336427,45
8604,-7640.679200001061,4864913.532200001,2,0,213,2,11,13,1370336517,48
8605,-7638.807999998331,4864907.044100001,2,0,212,2,11,13,1370336489,47
8606,-7646.805700000374,4864925.951300004,2,0,214,2,11,13,1370336559,50
8607,-7656.487500000745,4864938.0895000035,2,0,235,2,11,13,1370338655,68
8608,-7669.247800000012,4864936.126800002,2,0,219,2,11,13,1370338766,54
8609,-7667.3517999984315,4864936.670500003,2,0,218,2,11,13,1370338742,53
8610,-7659.935300000012,4864938.7962,2,0,216,2,11,13,1370338687,51
8611,-7674.97230000049,4864934.486199996,2,0,220,2,11,13,1370338866,55
8612,-7661.753100000322,4864938.275399998,2,0,217,2,11,13,1370338712,52
8613,-7684.298099998385,4864931.813000001,2,0,223,2,11,13,1370339116,58
8614,-7691.338399998844,4864928.212899998,2,0,224,2,11,13,1370339147,59
8615,-7689.513399999589,4864928.736100003,2,0,225,2,11,13,1370339175,60
8616,-7682.559099998325,4864932.3116,2,0,222,2,11,13,1370339092,57
8617,-7676.643599998206,4864934.006999998,2,0,221,2,11,13,1370339061,56
8618,-7682.084399998189,4864930.865400001,2,0,227,2,11,13,1370339227,62
8619,-7683.855900000781,4864930.357900001,2,0,226,2,11,13,1370339201,61
8620,-7661.5582000017175,4864934.3435999965,2,0,229,2,11,13,1370339562,64
8621,-7675.371700000018,4864932.7897000015,2,0,228,2,11,13,1370339262,63
8622,-7631.8949000015855,4864981.9169000015,3,0,137,2,11,13,1370339786,33
8623,-7633.386599998921,4864970.1708,3,0,131,2,11,13,1370339718,30
8624,-7633.469399999826,4864965.338399999,3,0,129,2,11,13,1370339660,28
8625,-7635.299400001764,4864966.343500003,3,0,130,2,11,13,1370339689,29
8626,-7628.134500000626,4864977.021200001,3,0,135,2,11,13,1370339747,31
8627,-7611.129000000656,4864977.622000001,3,0,103,2,11,13,1370339907,2
8628,-7622.325800001621,4864976.611699998,3,0,136,2,11,13,1370339815,32
8629,-7616.688900001346,4864976.028099999,3,0,102,2,11,13,1370339878,1
8630,-7618.763300001621,4864975.433799997,3,0,101,2,11,13,1370339851,0
8631,-7603.5650999993095,4864979.790100001,3,0,105,2,11,13,1370339972,4
8632,-7609.2503999993205,4864978.160700001,3,0,104,2,11,13,1370339940,3
8633,-7601.616200000048,4864980.348899998,3,0,106,2,11,13,1370340004,5
8634,-7596.2032000012705,4864981.900200002,3,0,107,2,11,13,1370340034,6
8635,-7594.264100000262,4864982.456100002,3,0,108,2,11,13,1370340062,7
8636,-7594.736999999732,4864983.902400002,3,0,111,2,11,13,1370340143,10
8637,-7589.062399998307,4864985.529100001,3,0,110,2,11,13,1370340115,9
8638,-7603.15450000018,4864981.489799999,3,0,113,2,11,13,1370340204,12
8639,-7596.6486999988565,4864983.354699999,3,0,112,2,11,13,1370340173,11
8640,-7587.102299999446,4864986.090999998,3,0,109,2,11,13,1370340084,8
8641,-7634.477000001818,4864984.097499996,3,0,115,2,11,13,1370340274,14
8642,-7617.124800000341,4864979.609499998,3,0,114,2,11,13,1370340235,13
8643,-7635.040800001472,4864986.063900001,3,0,116,2,11,13,1370340300,15
8644,-7636.6660999991,4864991.7337,3,0,117,2,11,13,1370340328,16
8645,-7638.830899998547,4864999.286200002,3,0,119,2,11,13,1370340387,18
8646,-7639.35000000149,4865001.098099999,3,0,120,2,11,13,1370340413,19
8647,-7637.177999999374,4864993.520599999,3,0,118,2,11,13,1370340361,17
8648,-7641.5731999985865,4865008.853,3,0,122,2,11,13,1370340463,21
8649,-7640.98050000146,4865006.785599999,3,0,121,2,11,13,1370340437,20
8650,-7642.445999998598,4865016.687799999,3,0,123,2,11,13,1370340501,22
8651,-7639.7153999991715,4865007.160400003,3,0,126,2,11,13,1370340590,25
8652,-7641.899399999529,4865014.780100003,3,0,124,2,11,13,1370340524,23
8653,-7640.289599999785,4865009.164800003,3,0,125,2,11,13,1370340549,24
8654,-7637.839099999516,4865000.615699999,3,0,127,2,11,13,1370340616,26
8655,-7632.033700000496,4864987.610399999,3,0,128,2,11,13,1370340644,27
8656,-7644.94530000165,4864948.8147,3,0,230,2,11,13,1370340701,63
8657,-7643.13899999857,4864947.851999998,3,0,229,2,11,13,1370340731,62
8658,-7647.265799999237,4864945.2348000035,3,0,231,2,11,13,1370340757,64
8659,-7650.165600001811,4864937.056900002,3,0,234,2,11,13,1370340787,65
8660,-7644.034899998456,4864930.066799998,3,0,201,2,11,13,1370340857,34
8661,-7646.3075999990115,4864932.3486,3,0,235,2,11,13,1370340821,66
8662,-7643.428199999034,4864927.950800002,3,0,202,2,11,13,1370340886,35
8663,-7641.812399998307,4864922.313900001,3,0,203,2,11,13,1370340915,36
8664,-7641.3297999985525,4864920.629500002,3,0,204,2,11,13,1370340948,37
8665,-7639.180100001396,4864913.130099997,3,0,206,2,11,13,1370340995,39
8666,-7639.690999999642,4864914.912799999,3,0,205,2,11,13,1370340974,38
8667,-7636.638000000268,4864899.473099999,3,0,210,2,11,13,1370341112,43
8668,-7637.5564999990165,4864907.466200002,3,0,207,2,11,13,1370341029,40
8669,-7637.002300001681,4864905.532300003,3,0,208,2,11,13,1370341057,41
8670,-7636.080099999905,4864897.526100002,3,0,209,2,11,13,1370341082,42
8671,-7638.807999998331,4864907.044100001,3,0,212,2,11,13,1370341176,45
8672,-7640.679200001061,4864913.532200001,3,0,213,2,11,13,1370341205,46
8673,-7638.2760000005355,4864905.187200001,3,0,211,2,11,13,1370341137,44
8674,-7656.762800000608,4864938.025799997,3,0,236,2,11,13,1370341264,67
8675,-7646.775800000876,4864926.0546,3,0,214,2,11,13,1370341228,47
8676,-7667.3517999984315,4864936.670500003,3,0,217,2,11,13,1370341364,50
8677,-7659.935300000012,4864938.7962,3,0,215,2,11,13,1370341294,48
8678,-7669.247800000012,4864936.126800002,3,0,218,2,11,13,1370341388,51
8679,-7661.753100000322,4864938.275399998,3,0,216,2,11,13,1370341320,49
8680,-7676.643599998206,4864934.006999998,3,0,220,2,11,13,1370341453,53
8681,-7691.338399998844,4864928.212899998,3,0,223,2,11,13,1370341538,56
8682,-7682.559099998325,4864932.3116,3,0,221,2,11,13,1370341471,54
8683,-7684.298099998385,4864931.813000001,3,0,222,2,11,13,1370341502,55
8684,-7674.97230000049,4864934.486199996,3,0,219,2,11,13,1370341414,52
8685,-7689.513399999589,4864928.736100003,3,0,224,2,11,13,1370341568,57
8686,-7675.406700000167,4864932.779600002,3,0,227,2,11,13,1370341656,60
8687,-7683.855900000781,4864930.357900001,3,0,225,2,11,13,1370341605,58
8688,-7682.084399998189,4864930.865400001,3,0,226,2,11,13,1370341627,59
8689,-7536.435899998993,4864918.028399996,0,1,115,2,11,13,1371713794,10
8690,-7524.514299999922,4864934.194600001,0,1,119,2,11,13,1371713867,14
8691,-7656.762800000608,4864938.025799997,3,0,236,2,11,13,1370341717,67
8692,-7661.473499998449,4864934.3435999965,3,0,228,2,11,13,1370341685,61
8693,-7530.600900001824,4864928.6520000035,0,1,116,2,11,13,1371713831,11
8694,-7519.0086999982595,4864949.452799998,0,1,121,2,11,13,1371713911,16
8695,-7523.494399998337,4864951.885300003,0,1,107,2,11,13,1371713949,2
8696,-7533.837600000203,4864939.373000003,0,1,122,2,11,13,1371714013,17
8697,-7541.225999999791,4864920.757600002,0,1,118,2,11,13,1371714062,13
8698,-7571.093199998141,4864871.718800001,0,1,112,2,11,13,1371714287,7
8699,-7559.442800000309,4864887.620300001,0,1,114,2,11,13,1371714205,9
8700,-7562.192000001669,4864866.7744999975,0,1,111,2,11,13,1371714322,6
8701,-7568.939100001007,4864876.265799998,0,1,113,2,11,13,1371714257,8
8702,-7535.450800001621,4864931.182300001,0,1,117,2,11,13,1371714123,12
8703,-7390.435400001706,4864835.897,3,2,140,2,11,13,1371715058,44
8704,-7386.105999998747,4864837.9142,3,2,101,2,11,13,1371715024,1
8705,-7555.236299999057,4864885.3138,0,1,108,2,11,13,1371714403,3
8706,-7559.862900000066,4864871.224600002,0,1,110,2,11,13,1371714361,5
8707,-7390.761199999601,4864835.141000004,3,2,141,2,11,13,1371715083,45
8708,-7394.577824883163,4864836.924705662,3,2,140,1,11,13,1371715125,43
8709,-7388.263861134648,4864839.5788998315,3,2,101,1,11,13,1371715175,0
8710,-7394.577824883163,4864836.924705662,3,2,140,1,11,13,1371715108,43
8711,-7386.7095663398495,4864847.370468892,3,2,102,1,11,13,1371715318,2
8712,-7381.754700001329,4864845.757299997,3,2,102,2,11,13,1371715258,3
8713,-7386.7095663398495,4864847.370468892,3,2,102,1,11,13,1371715302,2
8714,-7380.934599999338,4864847.235600002,3,2,103,2,11,13,1371715359,4
8715,-7383.733100000769,4864842.191699997,3,2,143,2,11,13,1371715210,46
8716,-7377.846599999814,4864852.802199997,3,2,104,2,11,13,1371715392,5
8717,-7376.317116655409,4864861.7561028525,3,2,106,1,11,13,1371715497,7
8718,-7375.028700001538,4864855.459899999,3,2,106,2,11,13,1371715456,8
8719,-7377.096400000155,4864854.1538999975,3,2,105,2,11,13,1371715417,6
8720,-7376.317116655409,4864861.7561028525,3,2,106,1,11,13,1371715512,7
8721,-7376.317116655409,4864861.7561028525,3,2,106,1,11,13,1371715535,7
8722,-7372.802999999374,4864849.302699998,3,2,107,2,11,13,1371715579,9
8723,-7370.01060000062,4864847.753600001,3,2,107,2,11,13,1371715612,9
8724,-7359.148499999195,4864841.7272000015,3,2,109,2,11,13,1371715706,11
8725,-7363.282400000841,4864844.020599999,3,2,108,2,11,13,1371715670,10
8726,-7356.611999999732,4864840.32,3,2,109,2,11,13,1371715729,11
8727,-7352.339699998499,4864837.9498,3,2,110,2,11,13,1371715765,12
8728,-7366.095899999142,4864845.581600003,3,2,108,2,11,13,1371715644,10
8729,-7373.052799999715,4864844.886500001,3,2,112,2,11,13,1371715861,14
8730,-7367.458799999206,4864841.782799996,3,2,113,2,11,13,1371715888,15
8731,-7366.242400001734,4864841.108000003,3,2,114,2,11,13,1371715927,16
8732,-7374.347500000149,4864845.604699999,3,2,111,2,11,13,1371715836,13
8733,-7353.723400000484,4864834.1625000015,3,2,117,2,11,13,1371716030,19
8734,-7359.331099998206,4864837.273500003,3,2,116,2,11,13,1371716003,18
8735,-7366.242400001734,4864841.108000003,3,2,114,2,11,13,1371715954,16
8736,-7360.497299998999,4864837.920500003,3,2,115,2,11,13,1371715977,17
8737,-7352.520300000906,4864833.494800001,3,2,118,2,11,13,1371716075,20
8738,-7331.918400000781,4864822.512199998,3,2,122,2,11,13,1371716209,24
8739,-7338.66330000013,4864826.254299998,3,2,120,2,11,13,1371716145,22
8740,-7345.42330000177,4864829.557700002,3,2,119,2,11,13,1371716114,21
8741,-7337.5278999991715,4864825.624499999,3,2,121,2,11,13,1371716163,23
8742,-7325.052900001408,4864818.703599997,3,2,124,2,11,13,1371716389,26
8743,-7330.597199998796,4864821.779299997,3,2,123,2,11,13,1371716228,25
8744,-7325.052900001408,4864818.703599997,3,2,124,2,11,13,1371716266,26
8745,-7324.486511655153,4864813.990040243,3,2,125,1,11,13,1371716453,27
8746,-7323.891800001264,4864818.059199996,3,2,125,2,11,13,1371716414,28
8747,-7318.160399999469,4864814.879600003,3,2,126,2,11,13,1371716504,30
8748,-7318.160399999469,4864814.879600003,3,2,126,2,11,13,1371716520,30
8749,-7321.02769311145,4864812.07116285,3,2,126,1,11,13,1371716555,29
8750,-7324.486511655153,4864813.990040243,3,2,125,1,11,13,1371716468,27
8751,-7329.376800000668,4864825.210199997,3,2,129,2,11,13,1371716791,33
8752,-7336.2989999987185,4864829.050399996,3,2,128,2,11,13,1371716756,32
8753,-7316.680700000374,4864814.058700003,3,2,127,2,11,13,1371716713,31
8754,-7321.02769311145,4864812.07116285,3,2,126,1,11,13,1371716572,29
8755,-7315.637699998915,4864817.5876,3,2,130,2,11,13,1371716849,34
8756,-7309.517499998212,4864813.293499999,3,2,131,2,11,13,1371716877,35
8757,-7315.637699998915,4864817.5876,3,2,130,2,11,13,1371716837,34
8758,-7311.919399999082,4864808.963799998,3,2,132,2,11,13,1371716918,36
8759,-7312.662200000137,4864807.624899998,3,2,133,2,11,13,1371716952,37
8760,-7317.526099998503,4864794.559299998,3,2,137,2,11,13,1371717043,42
8761,-7316.963899999857,4864795.2365000015,3,2,136,2,11,13,1371717421,41
8762,-7316.963899999857,4864795.2365000015,3,2,136,2,11,13,1371717071,41
8763,-7316.963899999857,4864795.2365000015,3,2,136,2,11,13,1371717406,41
8764,-7536.4928999990225,4864918.059600003,1,1,101,2,11,13,1371720165,1
8765,-7313.731119778006,4864792.063410872,3,2,136,1,11,13,1371717455,40
8766,-7313.731119778006,4864792.063410872,3,2,136,1,11,13,1371717482,40
8767,-7313.731119778006,4864792.063410872,3,2,136,1,11,13,1371717469,40
8768,-7527.402600001544,4864929.238300003,1,1,101,2,11,13,1371720144,1
8769,-7524.514299999922,4864934.194600001,1,1,102,2,11,13,1371720250,3
8770,-7526.391455613078,4864919.34785118,1,1,101,1,11,13,1371720189,0
8771,-7516.413621235639,4864937.650390036,1,1,102,1,11,13,1371720272,2
8772,-7526.391455613078,4864919.34785118,1,1,101,1,11,13,1371720201,0
8773,-7510.211205821484,4864949.287095763,1,1,103,1,11,13,1371720360,4
8774,-7516.413621235639,4864937.650390036,1,1,102,1,11,13,1371720310,2
8775,-7516.413621235639,4864937.650390036,1,1,102,1,11,13,1371720285,2
8776,-7510.211205821484,4864949.287095763,1,1,103,1,11,13,1371720388,4
8777,-7519.0086999982595,4864949.4529,1,1,103,2,11,13,1371720339,5
8778,-7528.608068633825,4864959.505251184,1,1,104,1,11,13,1371720473,6
8779,-7510.211205821484,4864949.287095763,1,1,103,1,11,13,1371720412,4
8780,-7528.608068633825,4864959.505251184,1,1,104,1,11,13,1371720497,6
8781,-7523.494500000029,4864951.885399997,1,1,104,2,11,13,1371720442,7
8782,-7533.837600000203,4864939.373000003,1,1,105,2,11,13,1371720546,9
8783,-7528.608068633825,4864959.505251184,1,1,104,1,11,13,1371720512,6
8784,-7535.209515403956,4864948.090411805,1,1,105,1,11,13,1371720600,8
8785,-7535.209515403956,4864948.090411805,1,1,105,1,11,13,1371720588,8
8786,-7535.209515403956,4864948.090411805,1,1,105,1,11,13,1371720615,8
8787,-7536.565799999982,4864934.328000002,1,1,106,2,11,13,1371720658,11
8788,-7545.474832799286,4864929.947813578,1,1,106,1,11,13,1371720737,10
8789,-7541.168800000101,4864920.726800002,1,1,106,2,11,13,1371720686,11
8790,-7545.474832799286,4864929.947813578,1,1,106,1,11,13,1371720704,10
8791,-7545.474832799286,4864929.947813578,1,1,106,1,11,13,1371720763,10
8792,-7559.78200000152,4864871.373499997,1,1,107,2,11,13,1371720838,13
8793,-7562.192000001669,4864866.774599999,1,1,108,2,11,13,1371720862,15
8794,-7555.068599998952,4864885.213299997,1,1,107,2,11,13,1371720811,13
8795,-7560.377608112991,4864859.336898372,1,1,108,1,11,13,1371720899,14
8796,-7560.377608112991,4864859.336898372,1,1,108,1,11,13,1371720951,14
8797,-7560.377608112991,4864859.336898372,1,1,108,1,11,13,1371720915,14
8798,-7560.377608112991,4864859.336898372,1,1,108,1,11,13,1371720937,14
8799,-7571.093199998141,4864871.718699999,1,1,109,2,11,13,1371720991,17
8800,-7578.461971551179,4864869.381579727,1,1,109,1,11,13,1371721038,16
8801,-7578.461971551179,4864869.381579727,1,1,109,1,11,13,1371721065,16
8802,-7568.86100000143,4864876.416199997,1,1,111,2,11,13,1371721109,21
8803,-7572.053273737431,4864882.3671180615,1,1,111,1,11,13,1371721134,20
8804,-7571.093199998141,4864871.718699999,1,1,109,2,11,13,1371721089,17
8805,-7559.442699998617,4864887.620300001,1,1,110,2,11,13,1371721234,19
8806,-7568.053527798504,4864892.154664098,1,1,110,1,11,13,1371721265,18
8807,-7572.053273737431,4864882.3671180615,1,1,111,1,11,13,1371721164,20
